Flow ID,Src IP,Src Port,Dst IP,Dst Port,Timestamp,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,VPN
10.8.8.246-224.0.0.252-55705-5355-17,10.8.8.246,55705,224.0.0.252,5355,2015-05-22 12:54:46,2,0,44.0,0.0,1
10.8.8.246-224.0.0.252-63713-5355-17,10.8.8.246,63713,224.0.0.252,5355,2015-05-22 13:24:10,2,0,44.0,0.0,1
10.8.8.246-224.0.0.252-62046-5355-17,10.8.8.246,62046,224.0.0.252,5355,2015-05-22 12:49:24,2,0,44.0,0.0,1
10.8.8.246-224.0.0.252-61098-5355-17,10.8.8.246,61098,224.0.0.252,5355,2015-05-22 12:34:52,2,0,44.0,0.0,1
10.8.8.246-198.7.63.141-59839-53-17,10.8.8.246,59839,198.7.63.141,53,2015-05-22 12:59:03,1,1,27.0,85.0,1
10.8.8.246-224.0.0.252-58647-5355-17,10.8.8.246,58647,224.0.0.252,5355,2015-05-22 13:25:09,2,0,44.0,0.0,1
10.8.8.246-224.0.0.252-50240-5355-17,10.8.8.246,50240,224.0.0.252,5355,2015-05-22 12:49:54,2,0,44.0,0.0,1
10.8.8.246-224.0.0.252-57980-5355-17,10.8.8.246,57980,224.0.0.252,5355,2015-05-22 12:59:26,2,0,44.0,0.0,1
10.8.8.246-224.0.0.252-62515-5355-17,10.8.8.246,62515,224.0.0.252,5355,2015-05-22 13:30:09,2,0,44.0,0.0,1
10.8.8.246-224.0.0.252-60461-5355-17,10.8.8.246,60461,224.0.0.252,5355,2015-05-22 13:15:07,2,0,44.0,0.0,1
10.8.8.246-224.0.0.252-64460-5355-17,10.8.8.246,64460,224.0.0.252,5355,2015-05-22 13:19:30,2,0,44.0,0.0,1
10.8.8.246-224.0.0.252-54162-5355-17,10.8.8.246,54162,224.0.0.252,5355,2015-05-22 12:34:41,2,0,44.0,0.0,1
10.8.8.246-224.0.0.252-60555-5355-17,10.8.8.246,60555,224.0.0.252,5355,2015-05-22 13:04:40,2,0,44.0,0.0,1
10.8.8.246-224.0.0.252-58444-5355-17,10.8.8.246,58444,224.0.0.252,5355,2015-05-22 12:59:48,2,0,44.0,0.0,1
