Flow ID,Src IP,Src Port,Dst IP,Dst Port,Timestamp,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,VPN
10.8.8.130-198.7.63.141-47713-53-17,10.8.8.130,47713,198.7.63.141,53,2015-03-06 14:10:49,1,1,34.0,141.0,1
10.8.8.130-198.7.63.141-39552-53-17,10.8.8.130,39552,198.7.63.141,53,2015-03-06 14:07:43,1,1,34.0,153.0,1
10.8.8.130-198.7.63.141-15014-53-17,10.8.8.130,15014,198.7.63.141,53,2015-03-06 13:57:49,1,1,34.0,141.0,1
10.8.8.130-198.7.63.141-36483-53-17,10.8.8.130,36483,198.7.63.141,53,2015-03-06 14:13:09,1,1,42.0,149.0,1
10.8.8.130-198.7.63.141-55544-53-17,10.8.8.130,55544,198.7.63.141,53,2015-03-06 14:10:54,1,1,34.0,141.0,1
10.8.8.130-198.7.63.141-50479-53-17,10.8.8.130,50479,198.7.63.141,53,2015-03-06 13:59:14,1,1,34.0,153.0,1
10.8.8.130-78.46.223.24-31725-53-17,10.8.8.130,31725,78.46.223.24,53,2015-03-06 14:08:17,1,1,34.0,141.0,1
10.8.8.130-198.7.63.141-12328-53-17,10.8.8.130,12328,198.7.63.141,53,2015-03-06 14:06:23,1,1,34.0,141.0,1
10.8.8.130-198.7.63.141-36866-53-17,10.8.8.130,36866,198.7.63.141,53,2015-03-06 14:11:50,1,1,42.0,161.0,1
10.8.8.130-198.7.63.141-35737-53-17,10.8.8.130,35737,198.7.63.141,53,2015-03-06 13:57:11,1,1,34.0,141.0,1
10.8.8.130-198.7.63.141-25888-53-17,10.8.8.130,25888,198.7.63.141,53,2015-03-06 14:07:55,1,1,34.0,141.0,1
10.8.8.130-78.46.223.24-39137-53-17,10.8.8.130,39137,78.46.223.24,53,2015-03-06 14:07:30,1,1,34.0,141.0,1
10.8.8.130-198.7.63.141-10498-53-17,10.8.8.130,10498,198.7.63.141,53,2015-03-06 14:11:46,1,1,34.0,141.0,1
10.8.8.130-198.7.63.141-5603-53-17,10.8.8.130,5603,198.7.63.141,53,2015-03-06 13:57:21,1,1,34.0,141.0,1
10.8.8.130-198.7.63.141-64534-53-17,10.8.8.130,64534,198.7.63.141,53,2015-03-06 14:13:46,1,1,34.0,141.0,1
10.8.8.130-198.7.63.141-23046-53-17,10.8.8.130,23046,198.7.63.141,53,2015-03-06 14:07:48,1,1,42.0,161.0,1
10.8.8.130-198.7.63.141-27413-53-17,10.8.8.130,27413,198.7.63.141,53,2015-03-06 14:11:32,1,1,34.0,141.0,1
10.8.8.130-198.7.63.141-43510-53-17,10.8.8.130,43510,198.7.63.141,53,2015-03-06 14:13:46,1,1,34.0,153.0,1
10.8.8.130-198.7.63.141-5337-53-17,10.8.8.130,5337,198.7.63.141,53,2015-03-06 14:10:49,1,1,34.0,153.0,1
10.8.8.130-198.7.63.141-40395-53-17,10.8.8.130,40395,198.7.63.141,53,2015-03-06 13:58:34,1,1,34.0,141.0,1
10.8.8.130-198.7.63.141-31215-53-17,10.8.8.130,31215,198.7.63.141,53,2015-03-06 13:58:43,1,1,34.0,153.0,1
10.8.8.130-198.7.63.141-1485-53-17,10.8.8.130,1485,198.7.63.141,53,2015-03-06 14:02:55,1,1,34.0,141.0,1
10.8.8.130-198.7.63.141-6641-53-17,10.8.8.130,6641,198.7.63.141,53,2015-03-06 14:00:33,1,1,34.0,141.0,1
10.8.8.130-198.7.63.141-60602-53-17,10.8.8.130,60602,198.7.63.141,53,2015-03-06 14:03:52,1,1,34.0,153.0,1
10.8.8.130-198.7.63.141-43724-53-17,10.8.8.130,43724,198.7.63.141,53,2015-03-06 14:06:40,1,1,42.0,161.0,1
