,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Timestamp,Protocol,Tot Fwd Pkts,Tot Bwd Pkts,Tot Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,TotLen Pkts,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Fwd Header Len,Bwd Header Len,Pkt Size Avg,Flow Type,VPN
0,131.202.240.83-224.0.0.252-56669-5355-17,131.202.240.83,56669,224.0.0.252,5355,25/05/2015 12:53:05 p.m.,17,2,0,2,44.0,0.0,44.0,107.19523663348488,4.872510756067494,410466.0,16,0,33.0,email1a,0
1,131.202.240.102-224.0.0.252-57058-5355-17,131.202.240.102,57058,224.0.0.252,5355,25/05/2015 12:59:34 p.m.,17,2,0,2,44.0,0.0,44.0,107.10156392624596,4.868252905738453,410825.0,16,0,33.0,email1a,0
2,131.202.240.102-224.0.0.252-54240-5355-17,131.202.240.102,54240,224.0.0.252,5355,25/05/2015 12:59:50 p.m.,17,2,0,2,44.0,0.0,44.0,107.15320716854956,4.870600325843162,410627.0,16,0,33.0,email1a,0
3,131.202.240.102-224.0.0.252-60710-5355-17,131.202.240.102,60710,224.0.0.252,5355,25/05/2015 01:00:40 p.m.,17,2,0,2,44.0,0.0,44.0,107.16181921801098,4.870991782636863,410594.0,16,0,33.0,email1a,0
4,173.194.196.16-131.202.240.242-465-5516-6,173.194.196.16,465,131.202.240.242,5516,25/05/2015 12:58:27 p.m.,6,2,0,2,0.0,0.0,0.0,0.0,25641.02564102564,78.0,40,0,0.0,email1a,0
5,131.202.243.49-224.0.0.252-54481-5355-17,131.202.243.49,54481,224.0.0.252,5355,25/05/2015 12:58:19 p.m.,17,2,0,2,44.0,0.0,44.0,104.63559465121864,4.756163393237211,420507.0,16,0,33.0,email1a,0
6,131.202.243.49-224.0.0.252-58902-5355-17,131.202.243.49,58902,224.0.0.252,5355,25/05/2015 12:55:43 p.m.,17,2,0,2,44.0,0.0,44.0,104.63708766447644,4.756231257476201,420501.0,16,0,33.0,email1a,0
7,131.202.240.102-131.202.243.255-137-137-17,131.202.240.102,137,131.202.243.255,137,25/05/2015 01:02:47 p.m.,17,2,0,2,100.0,0.0,100.0,133.18434444667898,2.6636868889335794,750839.0,16,0,75.0,email1a,0
8,131.202.240.70-224.0.0.252-62695-5355-17,131.202.240.70,62695,224.0.0.252,5355,25/05/2015 12:59:13 p.m.,17,2,0,2,44.0,0.0,44.0,107.0741975518945,4.867008979631566,410930.0,16,0,33.0,email1a,0
9,131.202.240.102-224.0.0.252-56046-5355-17,131.202.240.102,56046,224.0.0.252,5355,25/05/2015 12:54:35 p.m.,17,2,0,2,44.0,0.0,44.0,104.02924167411423,4.728601894277919,422958.0,16,0,33.0,email1a,0
